
Running: Dim=10, Cond=1
Running: Dim=80, Cond=10000
  Run 0: fmin = 2.5982e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 1: fmin = 3.6328e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 2: fmin = 2.7265e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 3: fmin = 5.3444e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 4: fmin = 4.5354e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 5: fmin = 5.0010e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 6: fmin = 4.4509e+00 | Evals = 10001 | Best so far = 2.5982e+00
  Run 7: fmin = 2.5320e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 8: fmin = 3.4748e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 9: fmin = 3.9906e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 10: fmin = 2.8269e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 11: fmin = 2.7517e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 12: fmin = 3.4528e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 13: fmin = 2.7701e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 14: fmin = 3.2615e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 15: fmin = 4.7645e+00 | Evals = 10001 | Best so far = 2.5320e+00
  Run 16: fmin = 1.7168e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 17: fmin = 6.7793e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 18: fmin = 3.1140e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 19: fmin = 2.6120e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 20: fmin = 3.6267e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 21: fmin = 4.9159e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 22: fmin = 3.0446e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 23: fmin = 4.7115e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 24: fmin = 2.4509e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 25: fmin = 4.7731e+00 | Evals = 10001 | Best so far = 1.7168e+00
  Run 26: fmin = 1.3967e+00 | Evals = 10001 | Best so far = 1.3967e+00
  Run 27: fmin = 2.0021e+00 | Evals = 10001 | Best so far = 1.3967e+00
  Run 28: fmin = 2.4083e+00 | Evals = 10001 | Best so far = 1.3967e+00
  Run 29: fmin = 4.9602e+00 | Evals = 10001 | Best so far = 1.3967e+00

======================================================================
Configuration        | Best Score      | Average Score (30 runs)
======================================================================
dim10_cond1          |      1.5620e-07 |      7.2559e-07
dim10_cond100        |      1.7010e-07 |      6.5824e-07
dim10_cond10000      |      8.9204e-07 |      5.0987e-01
dim30_cond1          |      4.0136e-07 |      8.1097e-07
dim30_cond100        |      6.7716e-07 |      8.9770e-07
dim30_cond10000      |      5.9631e-07 |      5.1804e-01
dim80_cond1          |      8.4532e-05 |      1.3662e-02
dim80_cond100        |      7.5858e-01 |      1.0719e+00
dim80_cond10000      |      1.3967e+00 |      3.5542e+00
======================================================================

Process finished with exit code 0x
